symbol;shortName;currency;exchange;sector;industry;website;longBusinessSummary;logo_url;city;state;country
AZOI34;AUTOZONE INCDRN;BRL;.SA;Consumer Cyclical;Specialty Retail;https://www.autozone.com;"AutoZone, Inc. retails and distributes automotive replacement parts and accessories. The company offers various products for cars, sport utility vehicles, vans, and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories, and non-automotive products. Its products include A/C compressors, batteries and accessories, bearings, belts and hoses, calipers, chassis, clutches, CV axles, engines, fuel pumps, fuses, ignition and lighting products, mufflers, radiators, starters and alternators, thermostats, and water pumps, as well as tire repairs. In addition, the company offers maintenance products, such as antifreeze and windshield washer fluids; brake drums, rotors, shoes, and pads; brake and power steering fluids, and oil and fuel additives; oil and transmission fluids; oil, cabin, air, fuel, and transmission filters; oxygen sensors; paints and accessories; refrigerants and accessories; shock absorbers and struts; spark plugs and wires; and windshield wipers. Further, it provides air fresheners, cell phone accessories, drinks and snacks, floor mats and seat covers, interior and exterior accessories, mirrors, performance products, protectants and cleaners, sealants and adhesives, steering wheel covers, stereos and radios, tools, and wash and wax products, as well as towing services. Additionally, the company provides a sales program that offers commercial credit and delivery of parts and other products; sells automotive diagnostic and repair software under the ALLDATA brand through alldata.com and alldatadiy.com; and automotive hard parts, maintenance items, accessories, and non-automotive products through autozone.com. As of November 20, 2021, it operated 6,066 stores in the United States; 666 stores in Mexico; and 53 stores in Brazil. The company was founded in 1979 and is based in Memphis, Tennessee.";https://logo.clearbit.com/autozone.com;Memphis;TN;United States
AZUL4;AZUL        PN      N2;BRL;.SA;Industrials;Airlines;https://www.voeazul.com.br;Azul S.A., together with its subsidiaries, provides passenger and cargo transportation services in Brazil. As of December 31, 2021, the company operated 850 daily departures to 125 destinations through a network of 259 non-stop routes with a fleet of 179 aircraft. It is also involved in the loyalty programs, travel packages, investment fund, logistics solutions, and aircraft financing activities. The company was incorporated in 2008 and is headquartered in Barueri, Brazil.;https://logo.clearbit.com/voeazul.com.br;Barueri;SP;Brazil
B1AM34;BROOKFIELD ADRN;BRL;.SA;Financial Services;Asset Management;https://www.brookfield.com;"Brookfield Asset Management is an alternative asset manager and REIT/Real Estate Investment Manager firm focuses on real estate, renewable power, infrastructure and venture capital and private equity assets. It manages a range of public and private investment products and services for institutional and retail clients. It typically makes investments in sizeable, premier assets across geographies and asset classes. It invests both its own capital as well as capital from other investors. Within private equity and venture capital, it focuses on acquisition, early ventures, control buyouts and financially distressed, buyouts and corporate carve-outs, recapitalizations, convertible, senior and mezzanine financings, operational and capital structure restructuring, strategic re-direction, turnaround, and under-performing midmarket companies. It invests in both public debt and equity markets. It invests in private equity sectors with focus on Business Services include infrastructure, healthcare, road fuel distribution and marketing, construction and real estate; Industrials include manufacturers of automotive batteries, graphite electrodes, returnable plastic packaging, and sanitation management and development; and Residential/ infrastructure services. It targets companies which likely possess underlying real assets, primarily in sectors such as industrial products, building materials, metals, mining, homebuilding, oil and gas, paper and packaging, manufacturing and forest product sectors. It invests globally with focus on North America including Brazil, the United States, Canada; Europe; and Australia; and Asia-Pacific. The firm considers equity investments in the range of $2 million to $500 million. It has a four-year investment period and a 10-year term with two one-year extensions. The firm prefers to take minority stake and majority stake. Brookfield Asset Management Inc. was founded in 1997 and based in Toronto, Canada with additional offices across Northern America; South America; Europe; Middle East and Asia.";https://logo.clearbit.com/brookfield.com;Toronto;ON;Canada
B1AX34;BAXTER INTERDRN;BRL;.SA;Healthcare;Medical Instruments & Supplies;https://www.baxter.com;"Baxter International Inc., through its subsidiaries, develops and provides a portfolio of healthcare products worldwide. The company offers peritoneal dialysis and hemodialysis, and additional dialysis therapies and services; intravenous therapies, infusion pumps, administration sets, and drug reconstitution devices; remixed and oncology drug platforms, inhaled anesthesia and critical care products and pharmacy compounding services; parenteral nutrition therapies and related products; biological products and medical devices used in surgical procedures for hemostasis, tissue sealing and adhesion prevention; and continuous renal replacement therapies and other organ support therapies focused in the intensive care unit. It also provides connected care solutions, including devices, software, communications, and integration technologies; integrated patient monitoring and diagnostic technologies to help diagnose, treat, and manage a various illness and diseases, including respiratory therapy, cardiology, vision screening, and physical assessment; surgical video technologies, tables, lights, pendants, precision positioning devices and other accessories. In addition, the company offers contracted services to various pharmaceutical and biopharmaceutical companies. Its products are used in hospitals, kidney dialysis centers, nursing homes, rehabilitation centers, doctors' offices, and patients at home under physician supervision. The company sells its products through direct sales force, as well as through independent distributors, drug wholesalers, and specialty pharmacy or other alternate site providers in approximately 100 countries. It has an agreement with Celerity Pharmaceutical, LLC to develop acute care generic injectable premix and oncolytic molecules. Baxter International Inc. was incorporated in 1931 and is headquartered in Deerfield, Illinois.";https://logo.clearbit.com/baxter.com;Deerfield;IL;United States
B1BT34;TRUIST FINANDRN;BRL;.SA;Financial Services;Banks—Regional;https://www.truist.com;"Truist Financial Corporation, a holding company, provides banking and trust services in the Southeastern and Mid-Atlantic United States. The company operates through three segments: Consumer Banking and Wealth, Corporate and Commercial Banking, and Insurance Holdings. Its deposit products include noninterest-bearing checking, interest-bearing checking, savings, and money market deposit accounts, as well as certificates of deposit and individual retirement accounts. The company also provides funding; asset management; automobile lending; bankcard lending; consumer finance; home equity and mortgage lending; insurance, such as property and casualty, life, health, employee benefits, workers compensation and professional liability, surety coverage, title, and other insurance products; investment brokerage; mobile/online banking; and payment, lease financing, small business lending, and wealth management/private banking services. In addition, it offers association, capital market, institutional trust, insurance premium and commercial finance, international banking, leasing, merchant, commercial deposit and treasury, government finance, commercial middle market lending, small business and student lending, floor plan and commercial mortgage lending, mortgage warehouse lending, private equity investment, real estate lending, and supply chain financing services. Further, the company provides corporate and investment banking, retail and wholesale brokerage, securities underwriting, and investment advisory services. As of December 31, 2021, the company operated through 2,517 banking offices. The company was formerly known as BB&T Corporation and changed its name to Truist Financial Corporation in December 2019. Truist Financial Corporation was founded in 1872 and is headquartered in Charlotte, North Carolina.";https://logo.clearbit.com/truist.com;Charlotte;NC;United States
B1BW34;BATHBODY    DRN;BRL;.SA;Consumer Cyclical;Specialty Retail;https://www.bbwinc.com;Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. The company sells its products under the Bath & Body Works, White Barn, and other brand names through specialty retail stores and websites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. As of January 29, 2022, it operated 1,755 company-operated retail stores and 338 international partner-operated stores. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.;https://logo.clearbit.com/bbwinc.com;Columbus;OH;United States
B1DX34;BECTON DICKIDRN;BRL;.SA;Healthcare;Medical Instruments & Supplies;https://www.bd.com;"Becton, Dickinson and Company develops, manufactures, and sells medical supplies, devices, laboratory equipment, and diagnostic products for healthcare institutions, physicians, life science researchers, clinical laboratories, pharmaceutical industry, and the general public worldwide. The company's BD Medical segment offers peripheral intravenous (IV) and advanced peripheral catheters, central lines, acute dialysis catheters, vascular care and preparation products, needle-free IV connectors and extensions sets, closed-system drug transfer devices, hazardous drug detections, hypodermic syringes and needles, anesthesia needles and trays, enteral syringes, and sharps disposal systems; IV medication and infusion therapy delivery systems, medication compounding workflow systems, automated medication dispensing and supply management systems, and medication inventory optimization and tracking systems; syringes, pen needles, and other products for diabetes; and prefillable drug delivery systems. Its BD Life Sciences segment provides specimen and blood collection products; automated blood and tuberculosis culturing, molecular testing, microorganism identification and drug susceptibility, and liquid-based cytology systems, as well as rapid diagnostic assays, microbiology laboratory automation products, and plated media products; and fluorescence-activated cell sorters and analyzers, antibodies and kits, reagent systems, and solutions for single-cell gene expression analysis, as well as clinical oncology, immunological, and transplantation diagnostic/monitoring reagents and analyzers. The company's BD Interventional segment offers hernia and soft tissue repair, biological and bioresorbable grafts, biosurgery, and other surgical products; surgical infection prevention, surgical and laparoscopic instrumentation products; peripheral intervention products; and urology and critical care products. The company was founded in 1897 and is based in Franklin Lakes, New Jersey.";https://logo.clearbit.com/bd.com;Franklin Lakes;NJ;United States
B1FC34;BROWN FORMANDRN;BRL;.SA;Consumer Defensive;Beverages—Wineries & Distilleries;https://www.brown-forman.com;"Brown-Forman Corporation, together with its subsidiaries, manufactures, distills, bottles, imports, exports, markets, and sells various alcoholic beverages. It provides spirits, wines, whiskey spirits, whiskey-based flavored liqueurs, ready-to-drink and ready-to-pour products, ready-to-drink cocktails, vodkas, tequilas, champagnes, brandy, bourbons, and liqueurs. The company offers its products primarily under the Jack Daniel's, Reserve, Old Forester, Coopers' Craft, Herradura, el Jimador, New Mix, Korbel Champagnes, Sonoma-Cutrer, Finlandia, GlenDronach, Benriach, Glenglassaugh, Chambord, Slane, and Fords Gin brands. It is also involved in the sale of used barrels, bulk whiskey, and wine; and provision of contract bottling services. The company serves retail customers and consumers through distributors or state governments; and retailers, wholesalers, and provincial governments directly. It has operations in the United States, Germany, Australia, the United Kingdom, Mexico, and internationally. The company was founded in 1870 and is headquartered in Louisville, Kentucky.";https://logo.clearbit.com/brown-forman.com;Louisville;KY;United States
B1KR34;BAKER HUGHESDRN;BRL;.SA;Energy;Oil & Gas Equipment & Services;https://www.bakerhughes.com;"Baker Hughes Company provides a portfolio of technologies and services to energy and industrial value chain worldwide. It operates through four segments: Oilfield Services (OFS), Oilfield Equipment (OFE), Turbomachinery & Process Solutions (TPS), and Digital Solutions (DS). The OFS segment offers exploration, drilling, wireline, evaluation, completion, production, and intervention services; and drilling and completions fluids, wireline services, downhole completion tools and systems, wellbore intervention tools and services, pressure pumping systems, oilfield and industrial chemicals, and artificial lift technologies for oil and natural gas, and oilfield service companies. The OFE segment provides subsea and surface wellheads, pressure control and production systems and services, flexible pipe systems for offshore and onshore applications, and life-of-field solutions, including well intervention and decommissioning solutions; and services related to onshore and offshore drilling and production operations. The TPS segment provides equipment and related services for mechanical-drive, compression, and power-generation applications across the oil and gas industry. Its product portfolio includes drivers, compressors, and turnkey solutions; and pumps, valves, and compressed natural gas and small-scale liquefied natural gas solutions. This segment serves upstream, midstream, downstream, onshore, offshore, and industrial customers. The DS segment provides sensor-based process measurements, machine health and condition monitoring, asset strategy and management, control systems, as well as non-destructive testing and inspection, and pipeline integrity solutions. The company was formerly known as Baker Hughes, a GE company and changed its name to Baker Hughes Company in October 2019. Baker Hughes Company is based in Houston, Texas.";https://logo.clearbit.com/bakerhughes.com;Houston;TX;United States
B1LL34;BALL CORP   DRN;BRL;.SA;Consumer Cyclical;Packaging & Containers;https://www.ball.com;"Ball Corporation supplies aluminum packaging products for the beverage, personal care, and household products industries in the United States, Brazil, and internationally. It operates through four segments: Beverage Packaging, North and Central America; Beverage Packaging, Europe, Middle East and Africa; Beverage Packaging, South America; and Aerospace. The company manufactures and sells aluminum beverage containers to fillers of carbonated soft drinks, beer, energy drinks, and other beverages. It also develops spacecraft, sensors and instruments, radio frequency systems, and other technologies for the civil, commercial, and national security aerospace markets, as well as offers defense hardware, antenna and video tactical solutions, civil and operational space hardware, and systems engineering services. In addition, the company designs, manufactures, and tests satellites, remote sensors, and ground station control hardware and software; and provides launch vehicle integration and satellite operational services. Further, it offers target identification, warning, and attitude control systems and components; cryogenic systems and associated sensor cooling devices; star trackers; and fast-steering mirrors to the government agencies or their prime contractors. Additionally, the company manufactures and sells extruded aluminum aerosol containers, recloseable aluminum bottles, aluminum cups, and aluminum slugs. Ball Corporation was founded in 1880 and is headquartered in Westminster, Colorado.";https://logo.clearbit.com/ball.com;Westminster;CO;United States
B1MR34;BIOMARIN PHADRN;BRL;.SA;Healthcare;Biotechnology;https://www.biomarin.com;"BioMarin Pharmaceutical Inc. develops and commercializes therapies for people with serious and life-threatening rare diseases and medical conditions. Its commercial products include Vimizim, an enzyme replacement therapy for the treatment of mucopolysaccharidosis (MPS) IV type A, a lysosomal storage disorder; Naglazyme, a recombinant form of N-acetylgalactosamine 4-sulfatase for patients with MPS VI; and Kuvan, a proprietary synthetic oral form of 6R-BH4 that is used to treat patients with phenylketonuria (PKU), an inherited metabolic disease. The company's commercial products also comprise Palynziq, a PEGylated recombinant phenylalanine ammonia lyase enzyme, which is delivered through subcutaneous injection to reduce blood Phe concentrations; Brineura, a recombinant human tripeptidyl peptidase 1 for the treatment of patients with ceroid lipofuscinosis type 2, a form of Batten disease; Voxzogo, a once daily injection analog of c-type natriuretic peptide for the treatment of achondroplasia; and Aldurazyme, a purified protein designed to be identical to a naturally occurring form of the human enzyme alpha-L-iduronidase. In addition, it develops valoctocogene roxaparvovec, an adeno associated virus vector, which is in Phase III clinical trial for the treatment of patients with severe hemophilia A; BMN 307, an AAV5 mediated gene therapy, which is in Phase 1/2 clinical trial to normalize blood Phe concentration levels in patients with PKU; and BMN 255 that is in Phase 1/2 clinical trial for treating primary hyperoxaluria. The company serves specialty pharmacies, hospitals, and non-U.S. government agencies, as well as distributors and pharmaceutical wholesalers in the United States, Europe, Latin America, and internationally. BioMarin Pharmaceutical Inc. has license and collaboration agreements with Sarepta Therapeutics, Ares Trading S.A., Catalyst Pharmaceutical Partners, Inc., and Asubio Pharma Co., Ltd. The company was incorporated in 1996 and is headquartered in San Rafael, California.";https://logo.clearbit.com/biomarin.com;San Rafael;CA;United States
B1RF34;BROADRIDGE FDRN;BRL;.SA;Technology;Information Technology Services;https://www.broadridge.com;"Broadridge Financial Solutions, Inc. provides investor communications and technology-driven solutions for the financial services industry worldwide. The company's Investor Communication Solutions segment processes and distributes proxy materials to investors in equity securities and mutual funds, as well as facilitates related vote processing services; and offers ProxyEdge, an electronic proxy delivery and voting solution. It also distributes regulatory reports, class action, and corporate action/reorganization event information, as well as tax reporting solutions; and provides content management, composition, and omni-channel distribution of regulatory, marketing, and transactional information, as well as mutual fund trade processing services. This segment offers data and analytics solutions; solutions for public corporations and mutual funds; financial reporting document composition and management solutions; SEC disclosure and filing services; registrar, stock transfer, and record-keeping services; and omni-channel customer communications solutions, as well as operates Broadridge Communications Cloud platform that creates, delivers, and manages communications and customer engagement activities. The company's Global Technology and Operations segment offers desktop productivity tools, data aggregation, performance reporting, portfolio management, order capture and execution, trade confirmation, margin, cash management, clearance and settlement, asset servicing, reference data management, reconciliations, securities financing and collateral optimization, compliance and regulatory reporting, and portfolio accounting and custody-related services. It also provides business process outsourcing services; technology solutions, such as portfolio management, compliance, and operational workflow solutions; and capital market and wealth management solutions. The company was founded in 1962 and is headquartered in Lake Success, New York.";https://logo.clearbit.com/broadridge.com;Lake Success;NY;United States
B1SX34;BOSTON SCIENDRN;BRL;.SA;Healthcare;Medical Devices;https://www.bostonscientific.com;"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. It operates through three segments: MedSurg, Rhythm and Neuro, and Cardiovascular. The company offers devices to diagnose and treat gastrointestinal and pulmonary conditions; devices to treat various urological and pelvic conditions; implantable cardioverter and implantable cardiac resynchronization therapy defibrillators; pacemakers and implantable cardiac resynchronization therapy pacemakers; and remote patient management systems. It also provides medical technologies to diagnose and treat rate and rhythm disorders of the heart comprising 3-D cardiac mapping and navigation solutions, ablation catheters, diagnostic catheters, mapping catheters, intracardiac ultrasound catheters, delivery sheaths, and other accessories; spinal cord stimulator systems for the management of chronic pain; indirect decompression systems; and deep brain stimulation systems. In addition, the company offers interventional cardiology products, including drug-eluting coronary stent systems used in the treatment of coronary artery disease; percutaneous coronary interventions products to treat atherosclerosis; intravascular catheter-directed ultrasound imaging catheters, fractional flow reserve devices, and systems for use in coronary arteries and heart chambers, as well as various peripheral vessels; and structural heart therapies. Further, it provides stents, balloon catheters, wires, and atherectomy systems to treat arterial diseases; thrombectomy and acoustic pulse thrombolysis systems, wires, and stents to treat venous diseases; and peripheral embolization devices, radioactive microspheres, ablation systems, cryotherapy ablation systems, and micro and drainage catheters to treat cancer. The company was incorporated in 1979 and is headquartered in Marlborough, Massachusetts.";https://logo.clearbit.com/bostonscientific.com;Marlborough;MA;United States
B1WA34;BORGWARNER IDRN;BRL;.SA;Consumer Cyclical;Auto Parts;https://www.borgwarner.com;"BorgWarner Inc. provides solutions for combustion, hybrid, and electric vehicles worldwide. The company operates through four segments: Air Management, E-Propulsion & Drivetrain, Fuel Injection, and Aftermarket. The Air Management segment offers turbochargers, eBoosters, eTurbos, timing systems, emissions systems, thermal systems, gasoline ignition technology, smart remote actuators, powertrain sensors, canisters, cabin heaters, battery modules and systems, battery packs, battery heaters, and battery charging. The E-Propulsion & Drivetrain segment provides rotating electrical components, power electronics, control modules, software, friction, and mechanical products for automatic transmissions and torque-management products. The Fuel Injection segment develops and manufactures gasoline and diesel fuel injection components and systems. The Aftermarket segment sells products and services to independent aftermarket customers and original equipment service customers. This segment provides a range of solutions, including fuel injection, electronics and engine management, maintenance, and test equipment and vehicle diagnostics. The company sells its products to original equipment manufacturers of light vehicles, which comprise passenger cars, sport-utility vehicles, vans, and light trucks; commercial vehicles, including medium-duty and heavy-duty trucks, and buses; and off-highway vehicles, such as agricultural and construction machinery, and marine applications, as well as to tier one vehicle systems suppliers and the aftermarket for light, commercial, and off-highway vehicles. The company was formerly known as Borg-Warner Automotive, Inc. BorgWarner Inc. was incorporated in 1987 and is headquartered in Auburn Hills, Michigan.";https://logo.clearbit.com/borgwarner.com;Auburn Hills;MI;United States
B2HI34;BILLCOM HOLDDRN;BRL;.SA;Technology;Software—Application;https://www.bill.com;Bill.com Holdings, Inc. provides cloud-based software that simplifies, digitizes, and automates back-office financial operations for small and midsize businesses worldwide. It offers artificial intelligence enabled financial software platform that creates seamless connections among users, suppliers, and the clients. The company provides software-as-a-service, cloud-based payments and spend management products, which allow users to automate accounts payable and accounts receivable transactions, as well as enable users to connect with their suppliers and/or customers to do business, eliminate expense reports, manage cash flows, and improve office efficiency. It also offers onboarding implementation support, and ongoing support and training services. The company also serves accounting firms and financial institutions. Bill.com Holdings, Inc. was founded in 2006 and is headquartered in San Jose, California.;https://logo.clearbit.com/bill.com;San Jose;CA;United States
B2YN34;BEYOND MEAT DRN;BRL;.SA;Consumer Defensive;Packaged Foods;https://www.beyondmeat.com;Beyond Meat, Inc. manufactures, markets, and sells plant-based meat products in the United States and internationally. The company sells a range of plant-based meat products across the platforms of beef, pork, and poultry. It sells its products through grocery, mass merchandiser, club store, convenience store and natural retailer channels, and direct-to-consumer, as well as various food-away-from-home channels, including restaurants, foodservice outlets, and schools. The company was formerly known as Savage River, Inc. and changed its name to Beyond Meat, Inc. in September 2018. Beyond Meat, Inc. was founded in 2009 and is headquartered in El Segundo, California.;https://logo.clearbit.com/beyondmeat.com;El Segundo;CA;United States
B3SA3;B3          ON      NM;BRL;.SA;Financial Services;Financial Data & Stock Exchanges;https://www.b3.com.br;"B3 S.A. - Brasil, Bolsa, Balcão, a financial market infrastructure company, provides trading services in an exchange and OTC environment. It operates through Listed; OTC; Infrastructure for Financing; and Technology, Data and Service segments. The company offers listed equities and securities for anhydrous fuel ethanol, Arabica coffee 4/5 and 6/7, corn, crystal sugar, gold, hydrous ethanol, live cattle, and soybean commodities; ETF and sovereign debt instruments; and exchange rates, interest rates, and equities, as well as collateral management products. It also provides OTC derivatives; decarbonization credit, derivatives contracted abroad, and B3 electricity platform; OTC market products, as well as agribusiness, banking funding, bonds, mortgage, securities registration, treasury bond, and other financial securities; registration services for structured transaction certificates; and netting agreement and ESG, as well as clearing and settlement services. In addition, the company offers trading participant; central depository; broad, corporate governance, segment, sustainability, sector, and other indices, as well as indices in partnership with S&P DowJones; and Tesouro Direto, an alternative investment product. Further, it provides market data services that include services related to quotes, distributors, historical data, and reports; UP2DATA, DATAWISE, and UP2DATA ON DEMAND data services; and financing market information services. Additionally, the company offers various platforms, such as PUMA trading system, trading interface, InsurConnect, Middle and backoffice, Risk Management  LINE, Real Estate Market Collateral, and Risk Management  Financing; connectivity; and hosting and colocation services. The company was formerly known as BM&FBOVESPA S.A. - Bolsa de Valores, Mercadorias e Futuros and changed its name to B3 S.A. - Brasil, Bolsa, Balcão in June 2017. B3 S.A. - Brasil, Bolsa, Balcão was incorporated in 2007 and is headquartered in São Paulo, Brazil.";https://logo.clearbit.com/b3.com.br;São Paulo;SP;Brazil
BAHI3;BAHEMA      ON      MA;BRL;.SA;Consumer Defensive;Education & Training Services;https://www.bahema.com.br;Bahema Educação S.A. engages in the education business. It operates schools. The company was founded in 1953 and is based in São Paulo, Brazil.;https://logo.clearbit.com/bahema.com.br;São Paulo;SP;Brazil
BALM3;BAUMER      ON;BRL;.SA;Healthcare;Medical Instruments & Supplies;https://www.baumer.com.br;"Baumer S.A. develops solutions in hospitals, odontology, and health industry equipment in Brazil, Europe, Asia, and the United States. It offers sterilization and infection control solutions, such as steam sterilizers, formoldehyde and hydrogen peroxide steam sterilizers, solid waste treatment systems, ethylene oxide sterilizers, thermal washer disinfectors, drying cabinets, ultrasonic reprocessors, preparation and storage systems, loading and water treatment systems, test and control, and steam generators. The company also provides surgical center solutions, including anesthesia systems, lighting products, and surgical tables; and orthopedic solutions consisting of hip and knee prosthesis, shoulder prosthesis, non-conventional orthopedic solutions, intramedullary fixation solutions, external and internal fixations, and biomaterials. In addition, it offers spine solutions, such as pedicle fixation system, occipitocervial fixation systems, cervical cage angled, and posterior lumbar cages. Further, the company offers dental solutions, including implants and biomaterials. It serves hospitals, clinics, hemocenters, universities, public health service, and carrier health markets; and pharmaceutical, food, and cosmetics industries, as well as research institutes and laboratories. The company was founded in 1952 and is based in Pacaembu, Brazil.";https://logo.clearbit.com/baumer.com.br;Pacaembu;SP;Brazil
BALM4;BAUMER      PN;BRL;.SA;Healthcare;Medical Instruments & Supplies;https://www.baumer.com.br;"Baumer S.A. develops solutions in hospitals, odontology, and health industry equipment in Brazil, Europe, Asia, and the United States. It offers sterilization and infection control solutions, such as steam sterilizers, formoldehyde and hydrogen peroxide steam sterilizers, solid waste treatment systems, ethylene oxide sterilizers, thermal washer disinfectors, drying cabinets, ultrasonic reprocessors, preparation and storage systems, loading and water treatment systems, test and control, and steam generators. The company also provides surgical center solutions, including anesthesia systems, lighting products, and surgical tables; and orthopedic solutions consisting of hip and knee prosthesis, shoulder prosthesis, non-conventional orthopedic solutions, intramedullary fixation solutions, external and internal fixations, and biomaterials. In addition, it offers spine solutions, such as pedicle fixation system, occipitocervial fixation systems, cervical cage angled, and posterior lumbar cages. Further, the company offers dental solutions, including implants and biomaterials. It serves hospitals, clinics, hemocenters, universities, public health service, and carrier health markets; and pharmaceutical, food, and cosmetics industries, as well as research institutes and laboratories. The company was founded in 1952 and is based in Pacaembu, Brazil.";https://logo.clearbit.com/baumer.com.br;Pacaembu;SP;Brazil
BAUH4;EXCELSIOR   PN;BRL;.SA;Consumer Defensive;Packaged Foods;https://www.excelsior.ind.br;Excelsior Alimentos S.A. produces and sells pork and poultry-derived foods in Brazil. It offers protein-based sausages, frozen vegetables, ready-to-eat dishes, mortadella, ham, cheeses, and pates. The company was formerly known as Baumhardt Irmãos S.A. and changed its name to Excelsior Alimentos S.A. in 2003. The company was founded in 1891 and is headquartered in Santa Cruz do Sul, Brazil.;https://logo.clearbit.com/excelsior.ind.br;Santa Cruz do Sul;RS;Brazil
BAZA3;AMAZONIA    ON;BRL;.SA;Financial Services;Banks—Regional;https://www.bancoamazonia.com.br;"Banco da Amazônia S.A. provides banking products and services in the Amazon region of Brazil. The company accepts savings, salary, current, and checking accounts; and offers various loans. It also provides various cards; investment and insurance products; pension plans; and foreign trade and exchange, money order, collection, direct debit, payment, online, and other financial services. Banco da Amazônia S.A. was founded in 1942 and is headquartered in Belém, Brazil.";https://logo.clearbit.com/bancoamazonia.com.br;Belém;PA;Brazil
BBAS3;BRASIL      ON      NM;BRL;.SA;Financial Services;Banks—Regional;https://www.bb.com.br;"Banco do Brasil S.A., together with its subsidiaries, provides banking products and services for individuals, companies, and public sectors in Brazil and internationally. The company operates through Banking, Investments, Fund Management, Insurance (Insurance, Pension, and Capitalization), Payment Methods, and Other segments. The Banking segment offers various products and services, including deposits, loans, and other services to retail, wholesale, and public sector markets, as well as to micro-entrepreneurs. The Investments segment engages in the structuring and distribution of debts and equity instruments in primary and secondary markets; and provision of financial services. The Fund Management segment is involved in the purchase, sale, and custody of securities, as well as the management of portfolios, and investment funds and clubs. The Insurance, Pension and Capitalization segment provides life, property, and automobile insurance products, as well as private pension and capitalization plans. The Payment Methods segment is involved in the capturing, transmission, processing, and financial settlement of for electronic payment transactions. The Other segment engages in the provision of credit recovery and consortium management services; development, manufacturing, sale, rental, and integration of digital electronic systems, peripherals, programs, inputs, and computing supplies; sale of airline tickets; and lodging and organization of events. Banco do Brasil S.A. was incorporated in 1808 and is headquartered in Brasília, Brazil.";https://logo.clearbit.com/bb.com.br;Brasília;DF;Brazil
BBDC3;BRADESCO    ON      N1;BRL;.SA;Financial Services;Banks—Regional;https://banco.bradesco;"Banco Bradesco S.A., together with its subsidiaries, provides various banking products and services to individuals, corporates, and businesses in Brazil and internationally. The company operates through two segment, Banking and Insurance. It provides current, savings, click, and salary accounts; real estate credit, vehicle financing, payroll loans, mortgage loans, microcredit, leasing, and personal and installment credit; debit and business cards; financial and security services; consortium products; auto, personal accident, dental, travel, and life insurance; investment products; pension products; real estate and vehicle auctions; cash management, and foreign trade and exchange services; capitalization bonds; and internet banking services. Banco Bradesco S.A. was founded in 1943 and is headquartered in Osasco, Brazil.";https://logo.clearbit.com/banco.bradesco;Osasco;SP;Brazil
BBDC4;BRADESCO    PN      N1;BRL;.SA;Financial Services;Banks—Regional;https://banco.bradesco;"Banco Bradesco S.A., together with its subsidiaries, provides various banking products and services to individuals, corporates, and businesses in Brazil and internationally. The company operates through two segment, Banking and Insurance. It provides current, savings, click, and salary accounts; real estate credit, vehicle financing, payroll loans, mortgage loans, microcredit, leasing, and personal and installment credit; debit and business cards; financial and security services; consortium products; auto, personal accident, dental, travel, and life insurance; investment products; pension products; real estate and vehicle auctions; cash management, and foreign trade and exchange services; capitalization bonds; and internet banking services. Banco Bradesco S.A. was founded in 1943 and is headquartered in Osasco, Brazil.";https://logo.clearbit.com/banco.bradesco;Osasco;SP;Brazil
BBFI11B;BB FDO DE INVST I;BRL;.SA;Real Estate;REIT—Office;https://www.vam.com.br/web/export/sites/vam/bb_progressivoII/pt/fundo/prospecto.pdf;BB Fundo De Investimento Imobiliario Progressivo specializes in real estate investments.;https://logo.clearbit.com/vam.com.br;Brasilia;DF;Brazil
BBSE3;BBSEGURIDADEON      NM;BRL;.SA;Financial Services;Insurance—Diversified;https://www.bbseguridaderi.com.br;BB Seguridade Participações S.A., through its subsidiaries, invests in the insurance, pension plans, premium bonds, reinsurance, and dental insurance businesses in Brazil. It operates through two segments, Insurance and Brokerage. The Insurance segment offers life, property and vehicle, property, rural, special risks and financial, transport, hulls, and housing people insurance products. It also offers pension plans, dental plans and capitalization plans, and reinsurance products. The Brokerage segment engages in the brokerage and management, fulfillment, promotion and facilitation of casualty, life and capitalization insurance, pension plans, dental plans, and health insurance products. The company was incorporated in 2012 and is headquartered in Brasilia, Brazil. BB Seguridade Participações S.A. is a subsidiary of Banco do Brasil S.A.;https://logo.clearbit.com/bbseguridaderi.com.br;Brasília;DF;Brazil
